NOIID,FacilityId,ComplianceId,Issue / Comment,NOIDueDate,NOIResolved,StampInit,StampDate
5789,0,5047,4. FYI: Ensure that the tapes obtained from the monitoring panel coincide with the dates reflected in the monitoring logbook.,,False,rilaga,2009-02-17 14:12:47
5790,0,5048,"1. FYI: 30-day monitoring documents must be maintained on site per HAR 11-281-45(d) to meet the requirements in HAR 11-281-51(e). Print out for the month of July 2008 is missing, a citation will be issued from the desk.      4/3/2009 - WARNING letter issued instead of a field citation/RI",,False,rilaga,2009-02-18 08:39:50
5791,0,5048,2. Always keep spill buckets dry.,,False,rilaga,2009-02-18 08:40:57
5792,0,5049,"FYI: Please monitor USTs at least every 30 days by printing out documents within 30 day period to be in compliance with HAR 11-281-51(e)(1). These records must also be maintained on site to meet the requirements in HAR 11-281-45(d). July print out is missing, a citation will be issued from the desk.        4/3/2009 - WARNING letter issued instead of a field citation/RI",,False,rilaga,2009-02-18 08:53:50
5793,0,5050,"FYI: Please monitor USTs at least every 30 days and maintain these documents on site as required in HAR 11-281-45(d) to meet the requirements stipulated in HAR 11-281-51(e)(1). July 2008 printout is missing, a citation will be isssued from the desk.     4/3/2009 - WARNING letter issued instead of a field citation/RI",,False,rilaga,2009-02-18 09:05:30
5794,0,5051,none,,False,sbasto,2009-03-02 14:06:53
5796,0,5053,FYI 1: Leak detection must be monitored at least every 30 days. HAR 11-281-51(e)(1),,False,sbasto,2009-03-02 16:14:42
5797,0,5053,FYI 2: Corrosion protection survey needs to be performed at least every 3 years. HAR 11-281-42(a)(2)(A),,False,sbasto,2009-03-02 16:15:43
5798,0,5053,FYI 3: Annual maintenance must be performed at least every 12 months. HAR 11-281-51(a)(2),,False,sbasto,2009-03-02 16:16:57
5799,0,5054,none,,False,sbasto,2009-03-04 11:08:24
5800,0,5055,none,,False,sbasto,2009-03-04 11:21:01
5801,0,5056,none,,False,sbasto,2009-03-04 15:47:40
5802,0,5057,none,,False,sbasto,2009-03-05 08:38:10
5803,0,5058,none,,False,sbasto,2009-03-05 08:41:55
5804,0,5059,none,,False,sbasto,2009-03-05 08:47:07
5805,0,5060,none,,False,sbasto,2009-03-05 08:51:17
5806,0,5061,none,,False,sbasto,2009-03-05 08:55:32
5807,0,5062,"FYI: Pls. investigate the larms on 1/12/2009: ""Probe out alarm"" and ""Fuel alarm"".         3/5/2009 - rec doc. explaining resolution of the alarms/RI",,False,rilaga,2009-03-06 10:24:41
5808,0,5063,none,,False,rilaga,2009-03-06 10:41:22
5809,0,5064,"1. Pls pump out water in piping sump. Steel component of the piping looks rusted. Send documentation to DOH by March 18, 2009.     5/11/2009 - rec. pictures via e-mail/RI",2009-03-19,True,rilaga,2009-03-06 10:54:03
5810,0,5064,2. FYI: Ensure that product does not sit permanently in the spill bucket.,,False,rilaga,2009-03-06 10:55:05
5811,0,5064,"3. FYI:Always keep sump dry,",,False,rilaga,2009-03-06 10:55:47
5812,0,5064,4. FYI:Check sump sensor for operability.,,False,rilaga,2009-03-06 10:55:59
5813,0,5065,"FYI 1: Ensure that monitoring is done at least every 30 days. Dates should not be predetermined, note down date only when monitoring is conducted.",,False,rilaga,2009-03-06 13:33:00
5814,0,5065,"FYI 2: Have your service provider check the brine level on both USTs, make necessary adjustments per manufacturer's recommendation. Please provide proof that this issue is corrected.      3/23/2009 - FUP to send manufacturer's manual/RI",,False,rilaga,2009-03-06 13:33:54
5815,0,5066,none,,False,rilaga,2009-03-06 13:53:40
5816,0,5067,1. Pls. provide proof that the UST is covered under the City and County of Honolulu's financial responsibility mechanism as soon as possible.          5/7/2009 - rec doc/RI,2009-03-19,True,rilaga,2009-03-06 13:59:20
5817,0,5067,"2. FYI: Ensure that the monitoring panel (""error probe"") is attended to as soon as possible",,False,rilaga,2009-03-06 14:00:09
5818,0,5068,none,,False,sbasto,2009-03-06 14:06:37
5819,0,5069,"1. Pls provide documentation showing the UST is being covered under the City and County of Honolulu's financial responsibility mechanism. Currently, the FR filed with DOH does not reflect this UST. Document must be sent to DOH ASAP.        5/7/2009 -rec. docRI",2009-03-19,True,rilaga,2009-03-06 14:15:04
5820,0,5070,none,,False,sbasto,2009-03-06 14:51:20
5821,0,5072,none,,False,sbasto,2009-03-06 14:56:02
5822,0,5073,none,,False,sbasto,2009-03-09 14:09:45
5823,0,5074,FYI: Leak Detection monitoring records must be on site for inspection at least every 30 days current.,,False,sbasto,2009-03-10 07:57:44
5824,0,5075,none,,False,rilaga,2009-03-11 15:36:44
5825,0,5076,none,,False,rilaga,2009-03-11 15:41:12
5826,0,5077,"FYI: Monitoring panel is on alarm, please attend to this as soon as possible.",,False,rilaga,2009-03-11 15:44:03
5827,0,5078,none,,False,rilaga,2009-03-12 09:08:52
5828,0,5079,FYI: Ensure that all records of release detection are maintained on site and readily available for inspection.,,False,rilaga,2009-03-12 09:17:22
5829,0,5080,Forward current insurance certificate in Hawaii language. HAR 11-281-111   rcv'd 3-16-09 ssb,2009-04-13,True,sbasto,2009-03-13 15:29:34
5830,0,5081,none,,False,sbasto,2009-03-13 15:46:47
5831,0,5082,none,,False,sbasto,2009-03-17 14:45:53
5832,0,5083,none,,False,sbasto,2009-03-17 14:50:08
5833,0,5084,none,,False,sbasto,2009-03-19 14:09:30
5834,0,5085,"FYI: Pls. do not pre-date the monitoring log. Note down the date as you conduct or run a test. Alarms should also be reflected on this log, include resolution as well",,False,rilaga,2009-03-20 08:43:04
5835,0,5086,none,,False,sbasto,2009-03-20 08:48:16
5836,0,5087,FYI: Pls obtain a letter from your service provider certifying that the UST 92 (TOU status) is emptied to below an inch. Have this document maintained on site.    4/21/2009 - rec certification from the service provider/RI,,False,rilaga,2009-03-20 09:03:27
5837,0,5088,FYI 1. Ensure to print the correct tape from VR monitoring console at least every 30 days to meet the monitoring requirement,,False,rilaga,2009-03-20 09:33:00
5838,0,5088,FYI 2: Pls maintain all records pertaining to the UST system on site.,,False,rilaga,2009-03-20 09:33:49
5839,0,5089,"1. Provide documentation re: Oct. 7, 2008 L4 (87) annular ""sensor out alarm"" resolution.        5/20/2009 - rec explanation/RI",2009-03-31,True,rilaga,2009-03-20 10:10:29
5840,0,5089,"2. Pls replace burnt out power indicator bulb, and provide documentation to DOH.      4/7/2009 - rec photo/RI",2009-03-31,True,rilaga,2009-03-20 10:11:17
5841,0,5089,3. FYI: Always maintain any document/records pertainning to the UST system on site.,,False,rilaga,2009-03-20 10:12:05
5842,0,5089,4. FYI: Ensure that the correct tape is obtained from the VR panel to meet the 30-day monitoring requiremnts.,,False,rilaga,2009-03-20 10:12:36
5843,0,5090,none,,False,sbasto,2009-04-01 15:41:37
5844,0,5091,none,,False,sbasto,2009-04-01 16:07:05
5845,0,5092,none,,False,sbasto,2009-04-06 10:58:32
5846,0,5093,none,,False,sbasto,2009-04-06 13:55:50
5847,0,5094,"1.  Please send record of Leak Detection for December, 2008.  HAR 11-281-51(e)1, HAR 11-281-51(e)(2)(A)(ii) rcv'd 4-8-09 ssb",2009-05-03,True,sbasto,2009-04-06 14:36:04
5848,0,5094,2.  Please send current copy of certification of Financial Responsibility.  HAR 11-281-111.  Rcv'd 4-8-09  ssb,2009-05-03,True,sbasto,2009-04-06 14:37:32
5849,0,5095,none,,False,sbasto,2009-04-07 15:34:31
5850,0,5097,none,,False,sbasto,2009-04-07 15:43:46
5851,0,5098,none,,False,sbasto,2009-04-09 14:35:59
5852,0,5099,none,,False,sbasto,2009-04-09 14:41:05
5853,0,5100,none,,False,sbasto,2009-04-09 14:43:42
5854,0,5101,Please fax a copy of current Insurance Certificate with tank schedule.  HAR 11-281-111  rcv'd 4/22/09 ssb,2009-05-13,True,sbasto,2009-04-13 12:54:00
5855,0,5101,FYI:  Leak detection of pipes must be monitored at least every 30 days.  HAR 11-281-51(e)(2)(A)(ii),,False,sbasto,2009-04-13 12:55:26
5856,0,5102,none,,False,sbasto,2009-04-16 10:41:39
5857,0,5103,none,,False,sbasto,2009-04-16 11:20:12
5858,0,5104,"FYI:  Leak detection monitoring must be done at least every 30 days (sump sensor & annular sensor). HAR 11-281-51(e), 11-281-51(e)(2)(A)(ii)",,False,sbasto,2009-04-16 13:17:59
5859,0,5105,none,,False,rilaga,2009-04-17 10:46:33
5860,0,5106,none,,False,rilaga,2009-04-17 10:52:26
5861,0,5107,"FYI: Pls provide information regarding the status of the UST (temporarily-out-of-use) and send DOH the Appendix I to reflect current status of tank, if necessary.          4/17/2009 - rec e-mail from Harlan, UST currently in use together with a portable generator/RI",,False,rilaga,2009-04-17 11:05:11
5862,0,5108,"1. Provide documentation as to when the UST was placed on a temporarily-out-of-use status. Send Appendix I ASAP to reflect the USTs's current status    6/24/2009 NA, UST was still connected to the EG/RI",2009-04-29,True,rilaga,2009-04-17 12:08:30
5863,0,5108,"2. Currently, the monitoring panel/console (Ronan) is on ALARM for sump and annular sensors. Pls attend to this matter as soon as possible as this may constitute as a suspected release. Have a service provider check the monitoring devices for operability. Submit to DOH any service records/invoices to show that this incident has been resolved.       6/8/2009 - rec. information via e-mail/RI",2009-04-29,True,rilaga,2009-04-17 12:09:37
5864,0,5109,,,False,gtabil,2009-04-20 08:17:26
5865,0,5111,Please replace fill port cover on tank #1 and forward photot to DOH office.  HAR 11-281-18(d),2009-06-21,True,sbasto,2009-04-21 10:55:15
5866,0,5112,none,,False,sbasto,2009-04-21 13:18:25
5867,0,5110,none,,False,sbasto,2009-04-21 13:57:17
5868,0,5113,NONE,,False,gtabil,2009-04-22 15:07:53
5869,0,5114,NONE,,False,gtabil,2009-04-22 15:23:46
5870,0,5115,,,False,gtabil,2009-04-24 08:55:04
5871,0,5116,,,False,gtabil,2009-04-24 09:10:30
5872,0,5117,none,,False,rkwan,2009-04-30 16:16:18
5873,0,5118,none,,False,sbasto,2009-05-01 13:17:34
5874,0,5119,FYI: Ensure that ball float is operational to meet overfill protection requirement. It is highly recommended to install a flapper for easier verification of the device.,,False,rilaga,2009-05-04 08:57:28
5875,0,5120,NONE,,False,gtabil,2009-05-04 09:05:40
5876,0,5121,NONE,,False,gtabil,2009-05-04 09:13:00
5877,0,5122,none,,False,rilaga,2009-05-04 09:13:35
5878,0,5123,none,,False,rilaga,2009-05-04 09:26:33
5879,0,5124,NONE,,False,gtabil,2009-05-04 09:34:00
5880,0,5125,NONE,,False,gtabil,2009-05-04 09:43:20
5881,0,5126,1. Provide a copy of the corrected insurance certificate reflecting HAR verbage instead of CFR language.,2009-05-06,True,rilaga,2009-05-04 09:46:59
5882,0,5126,"2. FYI: UST Permit expires on August 4, 2009. Pls send renewal application ASAP.",,False,rilaga,2009-05-04 09:47:49
5883,0,5127,"FYI: Always perform annual maintenance on your release detection equipment at least every 12 months as required by HAR 11-281-52(5)          5/26/2009 - rec annual certification of the UST system, this is conducted prior to upgrade",,False,rilaga,2009-05-04 11:04:01
5884,0,5128,"1. Pls send copies of monitoring tapes from April 2008 - April 2009 to show that the USTs are monitored at least every 30 days as required by HAR 11-281-51(e)(1)            5/5/2009 - rec incomplete monitoring tapes, to issue FC from the desk/RI",2009-05-19,True,rilaga,2009-05-04 11:54:24
5885,0,5128,2. Documentation proof that the USTs are currrently covered by a financial responsibility mechanism. Pls send the following: a) insurance certificate  b) insurance policy   c) certification of FR - a template was provided.   5/6/2009 - rec corrected FR docs/RI,2009-05-19,True,rilaga,2009-05-04 11:55:44
5886,0,5128,3. FYI: Always schedule maintenance of UST system at least every 12 months.,,False,rilaga,2009-05-04 11:57:40
5887,0,5128,4. FYI: Always mainatain all records pertaining to your USTs on site.,,False,rilaga,2009-05-04 11:58:18
5888,0,5128,5. FYI: Records of 30-day monitoring must be kept in order to facilitate review of the documents.,,False,rilaga,2009-05-04 11:58:42
5889,0,5129,"FYI: Records of 30-day monitoring must be maintained on site to be in compliance with the recordkeeping requirement and as a proof that the UST system is monitored at least every 30 days as required by HAR 11-281-51(e)(1), HAR 11-281-45, HAR 11-281-45(d) and HAR 11-281-54.",,False,rilaga,2009-05-05 10:46:20
5890,0,5130,"1. Pls. submit a copy of the financial responsibility mechanism to cover the USTs (2008 and 2009).        5/5/2009 - FUP left a message/RI      5/21/2009 - rec. insufficient FR, needs to reflect correct tanks' sizes/RI            6/29/2009 - rec corrected insurance certificate/RI",2009-05-05,True,rilaga,2009-05-05 12:52:04
5891,0,5130,2. A copy of the intent to close notice ASAP.  5/1/2009 received - rk,,True,rilaga,2009-05-05 12:52:53
5892,0,5130,"3. FYI: Currently, USTs have approximately 3 inches of water/product mixture, not being monitored.",,False,rilaga,2009-05-05 12:53:17
5893,0,5130,4. FYI: USTs do not have spill and overfill devices.,,False,rilaga,2009-05-05 12:54:09
5894,0,5131,"1. Pls provide a copy of the 2007 annual certification conducted by Dave Wolf       5/5/2009 - FUP left a message, ret. Call         5/12/2009 - rec doc confirming that the annual maint was done over 12 months, FC issued form the desk/RI",2009-05-05,True,rilaga,2009-05-05 13:20:07
5895,0,5131,2. Pls send an Appendix 1 to reflect UST 2 as temporarily-out-of-use status (form provided)      4/28/2009 - Appendix 1 rec/RI,2009-05-05,True,rilaga,2009-05-05 13:20:36
5896,0,5131,3. FYI: Provide intent to close notice @ least 30 days prior to removal and 7 days prior to the actual date. (form provided),,False,rilaga,2009-05-05 13:21:41
5897,0,5131,4. FYI: UST Permit expired on 4/30/08 and renewed on 5/13/08,,False,rilaga,2009-05-05 13:22:26
5898,0,5131,5. FYI: Corrosion protection currently not operational,,False,rilaga,2009-05-05 13:23:06
5899,0,5132,1. Pls provide a copy of the release detection equipment's operational manual as required by HAR 11-281-54(b)(4)             5/5/2006 - FUP via email/RI      5/6/2009 - rec doc/RI,2009-05-06,True,rilaga,2009-05-05 15:15:39
5900,0,5132,2. Copy of the written performance claims of the release response equipment (third party certifications) as required by HAR 11-281-54(b)(4)        5/6/2009 - rec doc/RI,2009-05-06,True,rilaga,2009-05-05 15:16:24
5901,0,5132,"3. Copy of the financial responsibility mechanism used to cover the UST e.g. a) insurance policy   b) insurance certificate   c) certification of financial responsibility - a tempalte was provided (blue paper)       5/6/2009 - rec docs, FUP on insurance certificate/RI       5/8/2009 - rec corrected document/RI",2009-05-06,True,rilaga,2009-05-05 15:17:24
5902,0,5132,"4. Appendix 1 reflecting the UST as temporarily-out-of-use status. Pls. notify the department before bringing the UST back in service, as well. Appendix 1 form was also provided.      5/6/2009 - rec. doc/RI",2009-05-06,True,rilaga,2009-05-05 15:18:53
5904,0,5132,6. FYI: Always maintain documents pertaining to your UST system on site.,,False,rilaga,2009-05-05 15:20:18
5905,0,5133,"1. Pls. put up an ""Overfill Alarm"" signage for the mechanism to be in compliance. Provide a service record or pictures to document corrective action         5/7/2009 - rec doc/RI",2009-05-06,True,rilaga,2009-05-05 15:41:18
5906,0,5133,2. FYI: Replace burnt out bulb on the overfill alarm device before the next product drop.,,False,rilaga,2009-05-05 15:42:44
5907,0,5135,"11/16/2009 the ust has been removed and no release was found.  Rich issued nfw letter.  In addition, the citation automatically withdrawn - rk",2009-05-12,True,gtabil,2009-05-06 15:09:27
5908,0,5136,,,False,gtabil,2009-05-11 08:43:58
5909,0,5137,,,False,gtabil,2009-05-11 09:07:19
5910,0,5138,,,False,gtabil,2009-05-11 09:09:36
5911,0,5139,,,False,gtabil,2009-05-11 09:39:36
5912,0,5140,,,False,gtabil,2009-05-11 09:47:46
5913,0,5141,Please forward current certification of financial responsibility and insurance certificate with tank schedule.,2009-06-01,True,sbasto,2009-05-13 10:51:56
5914,0,5141,FYI: Always keep spill bucket clean & dry.,,False,sbasto,2009-05-13 10:53:26
5915,0,5142,none,,False,rilaga,2009-05-14 11:27:18
5916,0,5143,none,,False,rilaga,2009-05-14 11:34:03
5917,0,5144,none,,False,rilaga,2009-05-14 11:50:25
5918,0,5145,"1. FYI: Ensure that all services perfomed on the UST system are adequately and accurately documented. Annual maintenance record (2009) shows that the hydrostatic annular sensor was not inspected for operability. Pls. check with your service provider, Neil Nakai, Inc.      6/3/2009 - provided doc/RI",,False,rilaga,2009-05-14 13:14:31
